timestamp,date,day_index,slot,interval,branch,level,label,plan_owner_day_index,plan_j,B_kwh,A_kwh,Q_kwh,price_yuan_per_kwh,load_kwh,pv_kwh,qL,qB,u,gL,gB,kappa,eL,eB,e_kwh,x,y,I_kwh,S0_kwh,S1_kwh,target_soc_kwh,regular_fee_yuan,emergency_fee_yuan,cash_fee_yuan,physics_residual,schema_hash
2025-01-09T00:00:00,2025-01-09,8,0,0:00-0:10,q4_3,B1,B1,7,143,1434.821625,1434.821625,1434.821625,0.4537,610.64,0.0,610.64,613.2899999999996,210.89162500000043,0.0,0.0,0.0,0.0,0.0,0.0,613.2899999999996,0.0,1223.9299999999996,5196.841011722429,5778.6589915838285,5778.6589915838285,650.9785712625,0.0,650.9785712625,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:10:00,2025-01-09,8,1,0:10-0:20,q4_3,B1,B1,8,0,1592.2532494444442,1592.2532494444442,1592.2532494444442,0.4191,593.6329,0.0,593.6329,694.4444444444442,304.17590500000006,0.0,0.0,0.0,0.0,0.0,0.0,694.4444444444442,0.0,1288.0773444444442,5778.6589915838285,6437.466837452241,6437.466837452241,667.3133368421666,0.0,667.3133368421666,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:20:00,2025-01-09,8,2,0:20-0:30,q4_3,B1,B1,8,1,1585.3779635185183,1585.3779635185183,1585.3779635185183,0.4194,599.5246833333333,0.0,599.5246833333333,694.4444444444462,291.4088357407388,0.0,0.0,0.0,0.0,0.0,0.0,694.4444444444462,0.0,1293.9691277777795,6437.466837452241,7096.274683320655,7096.274683320655,664.9075178996666,0.0,664.9075178996666,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:30:00,2025-01-09,8,3,0:30-0:40,q4_3,B1,B1,8,2,1446.5740185185184,1446.5740185185184,1446.5740185185184,0.438,627.2983333333333,0.0,627.2983333333333,671.8108333333315,147.4648518518536,0.0,0.0,0.0,0.0,0.0,0.0,671.8108333333315,0.0,1299.1091666666648,7096.274683320655,7733.610400353384,7733.610400353384,633.599420111111,0.0,633.599420111111,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:40:00,2025-01-09,8,4,0:40-0:50,q4_3,B1,B1,8,3,604.4447849074073,604.4447849074073,604.4447849074073,0.4088,633.51145,0.0,604.4447849074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.066665092592643,604.4447849074073,7733.610400353384,7702.971445127417,7733.610400353384,247.0970280701481,0.0,247.0970280701481,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T00:50:00,2025-01-09,8,5,0:50-1:00,q4_3,B1,B1,8,4,627.0116812037037,627.0116812037037,627.0116812037037,0.4364,642.2027499999999,0.0,627.0116812037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.191068796296236,627.0116812037037,7702.971445127417,7686.958652631214,7832.749651960139,273.6278976772963,0.0,273.6278976772963,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:00:00,2025-01-09,8,6,1:00-1:10,q4_3,B1,B1,8,5,653.4041296296296,653.4041296296296,653.4041296296296,0.5088,659.1383333333333,0.0,653.4041296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73420370370377,653.4041296296296,7686.958652631214,7680.914271207522,7832.749651960139,332.45202115555554,0.0,332.45202115555554,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:10:00,2025-01-09,8,7,1:10-1:20,q4_3,B1,B1,8,6,736.6665596296297,736.6665596296297,736.6665596296297,0.5012,662.83455,0.0,662.83455,73.83200962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.83200962962962,0.0,736.6665596296297,7680.914271207522,7750.957465604656,7899.2064723607,369.2172796863704,0.0,369.2172796863704,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:20:00,2025-01-09,8,8,1:20-1:30,q4_3,B1,B1,8,7,750.1147890740741,750.1147890740741,750.1147890740741,0.478,664.9293333333333,0.0,664.9293333333333,85.18545574074085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.18545574074085,0.0,750.1147890740741,7750.957465604656,7831.771484702718,7972.2006330604945,358.5548691774074,0.0,358.5548691774074,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
2025-01-09T01:30:00,2025-01-09,8,9,1:30-1:40,q4_3,B1,B1,8,8,763.6982129629628,763.6982129629628,763.6982129629628,0.4707,661.2866666666666,0.0,661.2866666666666,102.41154629629614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.41154629629614,0.0,763.6982129629628,7831.771484702718,7928.927608201541,8029.5966753209195,359.4727488416666,0.0,359.4727488416666,0.0,08ad55a129c188b78a6bf379ee5514cf466d54acf150f52d0326740697aa261f
