date,day_index,branch,level,label,cash_fee_yuan,regular_fee_yuan,emergency_fee_yuan,emergency_kwh,charge_kwh,discharge_kwh,unused_contract_kwh,curtailment_kwh,S00_kwh,S24_kwh,next_tail_target_soc_kwh,max_physics_residual,template_plan_reference_fee_yuan,template_final_regular_fee_yuan
2025-02-01,31,q4_3,B1,FORMAL_FROZEN,20745.19844651669,20745.19844651669,0.0,0.0,23056.56505037319,19328.853710963842,6526.352021954838,2841.8177037860896,5212.752884667622,6711.730296090661,5943.6203891245805,1.8189894035458565e-12,20927.45390157056,20326.097206105023
2025-02-02,32,q4_3,B1,FORMAL_FROZEN,89575.54561558312,56343.858435253445,33231.68718032958,5683.116958074073,26573.66858159158,24429.14901696188,1028.933245073175,0.0,6711.730296090661,6171.141782955334,5978.441545948363,9.094947017729282e-13,46991.39731192958,56343.85843525347
2025-02-03,33,q4_3,B1,FORMAL_FROZEN,66515.64709020218,64128.09838466271,2387.5487055394733,420.5733746478355,26959.65142891132,24425.54069095192,5007.788689899932,0.0,6171.141782955334,6000.532259983529,5999.999991157365,9.094947017729282e-13,64631.126346296754,64372.34252711272
2025-02-04,34,q4_3,B1,FORMAL_FROZEN,67786.04692403068,67423.5994384121,362.4474856185855,64.92425258606931,25029.097732906615,23230.583385119087,7711.324015902853,0.0,6000.532259983529,5258.034287319077,5967.710459231341,1.8189894035458565e-12,66886.8916318663,67786.46231843463
2025-02-05,35,q4_3,B1,FORMAL_FROZEN,65909.98850408015,64636.50074819003,1273.4877558901069,223.83823346562224,27575.67755709715,23553.662102986116,4375.241563172697,2.052500000000009,5258.034287319077,6590.879190354329,6000.0,2.2737367544323206e-13,61761.817385146656,64029.393725717484
2025-02-06,36,q4_3,B1,FORMAL_FROZEN,65437.67304552743,65323.67181555268,114.00122997474628,26.524076560833805,24601.313692729782,23479.053214314532,5475.616416662986,0.0,6590.879190354329,5180.6394469046845,6000.0,9.094947017729282e-13,66669.9380536961,65733.52189680267
2025-02-07,37,q4_3,B1,FORMAL_FROZEN,29491.667584250798,29491.667584250798,0.0,0.0,18139.46701233874,15534.542697109719,18812.3831477314,7336.331674609655,5180.6394469046845,6014.403059714734,6000.0,9.094947017729282e-13,30159.806616349968,29248.736713223017
2025-02-08,38,q4_3,B1,FORMAL_FROZEN,16843.453985612552,16843.453985612552,0.0,0.0,21583.318381189623,18783.38782535057,3001.6258913437837,2716.949393839889,6014.403059714734,6690.707490327704,6000.0,4.547473508864641e-13,16404.171964347435,16676.534775390333
2025-02-09,39,q4_3,B1,FORMAL_FROZEN,91822.49458209942,56673.123865352885,35149.37071674652,6040.941145071345,23782.329821803258,22018.91263197965,326.6259785739993,0.0,6690.707490327704,6042.634741898241,5929.020805595845,9.094947017729282e-13,46996.99880922909,56673.1238653529
2025-02-10,40,q4_3,B1,FORMAL_FROZEN,57577.952033221845,57479.09170940518,98.86032381666868,20.392850000000408,27852.596543525713,25182.185315556482,6808.090383756627,0.0,6042.634741898241,5921.57387087906,5918.946413008614,4.547473508864641e-13,57137.47754348934,57724.01690144159
2025-02-11,41,q4_3,B1,FORMAL_FROZEN,63414.69438135749,58688.99025068518,4725.704130672316,813.0247539843357,24340.573487336478,22583.795657563656,7652.485113854693,34.529191734417296,5921.57387087906,5207.658573379255,5993.158182284373,9.094947017729282e-13,57676.433825874934,58920.02413364875
2025-02-12,42,q4_3,B1,FORMAL_FROZEN,60823.99032928024,58209.132170734236,2614.85815854602,448.9538616435184,27147.838414617785,23251.709886951325,6897.461852445483,0.0,5207.658573379255,6452.905210093829,5981.3146509793405,1.8189894035458565e-12,57554.225266047644,57733.18337951481
2025-02-13,43,q4_3,B1,FORMAL_FROZEN,53417.70669735795,52643.33489843255,774.3717989254019,146.66133769732141,23615.795855323395,22429.78763356032,4181.9824128295795,74.49394841269935,6452.905210093829,5213.744189566771,6000.0,9.094947017729282e-13,52855.47168295481,53017.31251886861
2025-02-14,44,q4_3,B1,FORMAL_FROZEN,26037.221247841044,26037.221247841044,0.0,0.0,19669.963267576353,17678.266759572685,16585.11786229335,7265.671406032866,5213.744189566771,5239.780466685584,6000.0,9.094947017729282e-13,26006.331089809923,26064.024226739144
2025-02-15,45,q4_3,B1,FORMAL_FROZEN,18051.4544918743,18036.388313500887,15.066178373414374,4.753487418651009,21771.798583765947,18941.72062493892,4055.9025888571737,4855.326634352131,5239.780466685584,5927.995492492501,6000.0,9.094947017729282e-13,17913.17391156404,17891.167452377776
2025-02-16,46,q4_3,B1,FORMAL_FROZEN,95431.02275357135,53623.073386655306,41807.94936691606,7161.900492716269,22552.054253198563,20784.32325355532,2030.1527489232244,0.0,5927.995492492501,5414.152330418975,5963.845890495728,9.094947017729282e-13,44413.65505899761,53619.78051066364
2025-02-17,47,q4_3,B1,FORMAL_FROZEN,56919.047009544636,55930.750560668675,988.2964488759656,154.25964938888788,24707.484953069863,21744.648230252704,5860.571286566969,57.039435978836394,5414.152330418975,5932.858866648088,5970.059904885081,4.547473508864641e-13,57699.15921031995,55921.99823557284
2025-02-18,48,q4_3,B1,FORMAL_FROZEN,54325.877014887126,53799.84984339165,526.0271714954773,82.41620002777859,22331.201538833393,20794.4644474518,4196.119348150677,49.794716666666545,5932.858866648088,5198.806666158448,5973.036127996169,1.8189894035458565e-12,49963.778891207185,54063.95680796863
2025-02-19,49,q4_3,B1,FORMAL_FROZEN,56188.35201395701,52019.46938167982,4168.8826322771865,820.1116898232841,25857.982996760293,23344.406144453573,2734.108090740461,14.635621428569529,5198.806666158448,5122.678576291446,5982.469779352481,9.094947017729282e-13,50827.40864448261,52084.160336757006
2025-02-20,50,q4_3,B1,FORMAL_FROZEN,55320.58061463752,53524.86718672939,1795.7134279081392,348.17755180288833,26756.78420476221,24021.28590725317,5243.209681099676,34.52385530864221,5122.678576291446,5185.734263216422,5973.543825528048,4.547473508864641e-13,53065.72425699394,53353.82827961964
2025-02-21,51,q4_3,B1,FORMAL_FROZEN,24148.366712192896,24148.366712192896,0.0,0.0,17885.45452612635,16062.022737513711,14514.493693794242,10225.24320635802,5185.734263216422,5222.507690209068,5899.333557962881,1.8189894035458565e-12,22878.347614408784,24131.743209144282
2025-02-22,52,q4_3,B1,FORMAL_FROZEN,16864.66700134478,16864.66700134478,0.0,0.0,23163.085764340736,19608.145318025043,4046.430247620543,4526.688968007923,5222.507690209068,6528.140320642136,6000.0,9.094947017729282e-13,16287.675829820302,16480.006670944786
2025-02-23,53,q4_3,B1,FORMAL_FROZEN,86239.61012256959,49207.86743986436,37031.74268270526,6352.506573148153,21961.67719262793,21529.250890835374,1427.9831684073333,0.0,6528.140320642136,4668.993626382188,6000.0,9.094947017729282e-13,38554.3737633851,49747.40683361437
2025-02-24,54,q4_3,B1,FORMAL_FROZEN,53290.143343007956,50970.61593456992,2319.527408438034,379.7552140735527,27213.99185913736,22969.87564932508,4838.4940186495105,209.4385701283182,4668.993626382188,6274.07830219301,5885.587638582475,9.094947017729282e-13,49953.868925151044,50431.076540819915
2025-02-25,55,q4_3,B1,FORMAL_FROZEN,51168.499451487565,47790.80681543817,3377.6926360493917,569.0217843611092,24192.885872586012,23259.624321433068,5704.895805742308,120.5710854628056,6274.07830219301,4707.668269298616,5865.668308265628,9.094947017729282e-13,49496.40508247046,48301.812109084
2025-02-26,56,q4_3,B1,FORMAL_FROZEN,51511.47208683313,48747.02831039366,2764.443776439473,463.06885489901623,26887.656325888587,23605.94661315686,2105.113638895173,171.64941391975245,4707.668269298616,5332.686208753579,5967.115888768241,9.094947017729282e-13,46409.74680870032,48765.48520784968
2025-02-27,57,q4_3,B1,FORMAL_FROZEN,51328.833858761376,47403.0071014016,3925.826757359782,631.3343408420466,25731.491235751582,23554.125461687425,3585.6100825574754,0.0,5332.686208753579,4915.493927278496,5848.064644761539,9.094947017729282e-13,44840.3489390966,47298.75278716895
2025-02-28,58,q4_3,B1,FORMAL_FROZEN,22130.956373458655,22130.956373458655,0.0,0.0,18619.16140264949,16487.301612599564,11596.69336244071,10768.161651854354,4915.493927278496,5200.039518351619,5911.808525578556,9.094947017729282e-13,20885.26095837803,22115.401650526972
